position,flow_cell_id,product_code,passed,total_pore_count,timestamp
5D,PAW66543,FLO-PRO002,True,7838,1719434017
5D,PBA02082,FLO-PRO114M,True,6868,1723651054
5D,PAU71935,FLO-PRO114M,True,5718,1721325323
5D,PAU31108,FLO-PRO114M,True,6459,1709652274
5D,PAU44923,FLO-PRO114M,True,5923,1710172033
5D,PAU32050,FLO-PRO114M,True,7446,1705513435
5D,PAG69148,FLO-PRO002,True,6345,1698340186
5D,PAQ53994,FLO-PRO114M,True,6607,1712588760
5D,PAW22772,FLO-PRO114M,True,6302,1720789817
5D,PAW63145,FLO-PRO114M,True,7518,1715625593
5D,PAW01965,FLO-PRO114M,True,8136,1712586900
5D,PAW63050,FLO-PRO114M,False,4827,1721322305
5D,PAW67595,FLO-PRO114M,True,7198,1720724111
5D,PAS59115,FLO-PRO114M,True,7460,1701101045
5D,PAQ69744,FLO-PRO114M,True,7972,1699282613
5D,PAU33907,FLO-PRO114M,True,7440,1709650035
5D,PAU31683,FLO-PRO114M,True,6464,1708441642
5D,PAW22566,FLO-PRO114M,False,913,1720722361
5D,PAU44923,FLO-PRO114M,True,5531,1721319945
5D,PAQ80861,FLO-PRO114M,True,5092,1719579978
5D,PAW65005,FLO-PRO114M,True,8493,1717600108
5D,PAQ63155,FLO-PRO114M,True,7083,1701700605
5D,PAQ74731,FLO-PRO114M,True,7546,1699887831
5D,PAU31756,FLO-PRO114M,True,6716,1714056150
5D,PAU43585,FLO-PRO114M,True,7592,1709054952
5D,PAQ69852,FLO-PRO114M,True,7315,1701271321
5D,PAW73596,FLO-PRO114M,True,7627,1717001544
5D,PAS66072,FLO-PRO114M,True,5720,1719333296
5D,PAW71027,FLO-PRO114M,True,7315,1716396784
5D,PAW63545,FLO-PRO114M,True,7451,1716394686
5D,PAW72127,FLO-PRO114M,True,5668,1714659513
5D,PAW23937,FLO-PRO114M,True,6927,1711379942
5D,PAM73185,FLO-PRO002,False,554,1698337946
5E,PAY61563,FLO-PRO114M,True,7838,1723651057
5E,PAU30553,FLO-PRO114M,True,7650,1709650037
5E,PAW64390,FLO-PRO114M,True,6669,1716394689
5E,PAQ71128,FLO-PRO114M,True,7356,1701271231
5E,PAU49746,FLO-PRO114M,True,7113,1706023634
5E,PAQ08495,FLO-PRO114M,False,3419,1721325321
5E,PAW63333,FLO-PRO114M,True,6986,1715625592
5E,PAQ62087,FLO-PRO114M,True,6837,1699282590
5E,PBA01991,FLO-PRO114M,True,6155,1720789816
5E,PAW26204,FLO-PRO114M,True,8023,1711379944
5E,PAQ75019,FLO-PRO114M,True,6044,1721326843
5E,PAW91631,FLO-PRO114M,True,7495,1723641167
5E,PAS44089,FLO-PRO114M,True,6977,1697640122
5E,PAQ53131,FLO-PRO114M,True,5954,1719333298
5E,PAS59524,FLO-PRO114M,False,3775,1723649375
5E,PAY06451,FLO-PRO114M,True,7253,1726682359
5E,PAW96097,FLO-PRO114M,True,6616,1723646889
5E,PAU40535,FLO-PRO114M,True,7414,1709054954
5E,PAW19219,FLO-PRO114M,True,6839,1713808485
5E,PAQ72836,FLO-PRO114M,True,6808,1701700604
5E,PAW73637,FLO-PRO114M,True,7647,1717600109
5E,PAQ72372,FLO-PRO114M,True,6287,1712244220
5E,PAW25424,FLO-PRO114M,True,7707,1710175424
5E,PAS60033,FLO-PRO114M,True,7085,1701101037
5E,PAW23604,FLO-PRO114M,True,7509,1720724111
5E,PAQ62936,FLO-PRO002,True,8041,1701798222
5E,PAY54545,FLO-PRO114M,False,4885,1722354858
5E,PAQ49447,FLO-PRO114M,False,3219,1712588754
5E,CTC42384,FLO-PRO002,False,0,1724772702
5E,PAU49713,FLO-PRO114M,False,3452,1719494643
5E,PAU80263,FLO-PRO114M,True,5543,1710172034
5E,PAU80617,FLO-PRO114M,True,5253,1711989278
5E,PAU30996,FLO-PRO114M,False,1,1709652273
5E,PAU43566,FLO-PRO114M,True,7158,1709052088
5E,PAU44680,FLO-PRO114M,True,6484,1721319941
5E,PAU32220,FLO-PRO114M,True,8062,1705513433
5E,PAW19176,FLO-PRO114M,True,7043,1711373546
5E,PAS59189,FLO-PRO114M,False,4664,1697811941
5E,PAU56802,FLO-PRO114M,True,6928,1708443616
5E,PAW60712,FLO-PRO114M,True,8707,1714483720
5E,PAU48868,FLO-PRO114M,True,6855,1702914006
5E,PAU70290,FLO-PRO114M,True,6138,1710173498
5E,PAW63516,FLO-PRO114M,True,7110,1716396782
5E,PAS12170,FLO-PRO114M,True,5549,1719579979
5E,PAQ62556,FLO-PRO114M,True,6988,1705595340
5E,PAQ74172,FLO-PRO114M,True,6713,1699887830
5E,PAW64832,FLO-PRO114M,True,7054,1720452362
5E,PAS64393,FLO-PRO114M,True,5412,1719246431
5E,PAS62336,FLO-PRO114M,True,8126,1701096386
5E,PAU30834,FLO-PRO114M,False,2,1709657242
5E,PAU27959,FLO-PRO114M,True,5907,1721322297
5E,PAW71585,FLO-PRO114M,True,7663,1717001547
5E,PAS46350,FLO-PRO114M,True,5089,1697648785
5E,PAM67014,FLO-PRO002,True,6884,1701797149
5E,PAW01970,FLO-PRO114M,True,7169,1710949492
5E,PAW56806,FLO-PRO114M,True,6778,1720543838
5E,PAQ61641,FLO-PRO114M,True,6956,1701103561
5E,PAW22389,FLO-PRO114M,True,8402,1712066790
5E,PAU31458,FLO-PRO114M,True,5037,1725637031
5E,PAO22489,FLO-PRO114M,False,4824,1721315911
5E,PAS63404,FLO-PRO114M,True,7765,1709050488
5E,PAW71707,FLO-PRO114M,True,6831,1714659519
5E,PAW73211,FLO-PRO114M,True,7143,1718120671
5E,PAW23377,FLO-PRO114M,True,7938,1710945316
5E,PAS59199,FLO-PRO114M,True,6200,1721323703
5E,PAW55711,FLO-PRO002,True,8924,1719434011
5E,PAW69605,FLO-PRO114M,True,5304,1721232035
5E,PAW65073,FLO-PRO114M,True,7244,1720722363
5E,PAS30076,FLO-PRO114M,True,6767,1697641860
5E,PAW19220,FLO-PRO114M,True,7415,1712586900
5E,PAS52037,FLO-PRO114M,True,8738,1699980006
5E,PAW77367,FLO-PRO114M,True,7402,1725374883
5E,PAU31104,FLO-PRO114M,True,6921,1708441646
5E,PAW70753,FLO-PRO114M,True,8569,1714486253
5F,PAS65584,FLO-PRO114M,True,5874,1697811936
5F,PAS49504,FLO-PRO114M,True,7390,1699980010
5F,PAW51173,FLO-PRO114M,True,5808,1721232035
5F,PAQ72671,FLO-PRO114M,True,7061,1701271321
5F,PAW77367,FLO-PRO114M,True,6465,1726682356
5F,PAQ70949,FLO-PRO114M,True,6491,1705595341
5F,PAU80991,FLO-PRO114M,True,6685,1710172027
5F,PAW60392,FLO-PRO114M,True,6702,1714483719
5F,PAW70757,FLO-PRO114M,True,7209,1714486247
5F,PAW25381,FLO-PRO114M,True,7080,1710175428
5F,PAU31700,FLO-PRO114M,True,6519,1705513435
5F,PAY62669,FLO-PRO114M,True,5704,1720722362
5F,PAU80987,FLO-PRO114M,True,5415,1711989280
5F,PAW23176,FLO-PRO114M,True,7139,1710945311
5F,PAW20173,FLO-PRO114M,True,6468,1712586894
5F,PAU40502,FLO-PRO114M,True,7396,1709054949
5F,PAM66996,FLO-PRO002,True,6582,1701797147
5F,PAU43335,FLO-PRO114M,True,6251,1709052087
5F,PAQ70682,FLO-PRO114M,True,6872,1699887830
5F,PAU57079,FLO-PRO114M,True,7241,1710173496
5F,PAY10612,FLO-PRO114M,False,4914,1723646886
5F,PAU49779,FLO-PRO114M,True,6468,1706023631
5F,PAU44907,FLO-PRO114M,True,5826,1721319943
5F,PAO20032,FLO-PRO114M,False,2558,1723649372
5F,PAU30976,FLO-PRO114M,True,6597,1709657240
5F,PAS45686,FLO-PRO114M,True,5598,1712244214
5F,PAO13013,FLO-PRO114M,False,2889,1719333286
5F,PAS62513,FLO-PRO114M,True,6851,1701096376
5F,PAU29380,FLO-PRO114M,True,5781,1721322302
5F,PAS30003,FLO-PRO114M,True,6823,1697641862
5F,PAU32426,FLO-PRO114M,True,7287,1709650030
5F,PAS62469,FLO-PRO114M,True,6989,1709050490
5F,PAS59836,FLO-PRO114M,True,6962,1701101037
5F,PAS40236,FLO-PRO114M,True,5482,1697640117
5F,PAW26619,FLO-PRO114M,True,7387,1711379939
5F,PAO18311,FLO-PRO114M,False,4128,1721315899
5F,PAW67852,FLO-PRO114M,True,7566,1717600108
5F,PAW55799,FLO-PRO114M,True,5799,1720452363
5F,PAW90592,FLO-PRO114M,True,6835,1723641164
5F,PAW73228,FLO-PRO114M,True,6564,1718120664
5F,PAQ72413,FLO-PRO114M,True,7046,1701700603
5F,PAY62204,FLO-PRO114M,True,6050,1723651051
5F,PAS46245,FLO-PRO114M,True,6308,1697648792
5F,PAW63420,FLO-PRO114M,True,7761,1715625588
5F,PAW64365,FLO-PRO114M,True,5816,1716394687
5F,PAW69860,FLO-PRO114M,True,6141,1720724100
5F,CTC42356,FLO-PRO002,False,0,1724772701
5F,PBA01191,FLO-PRO114M,True,5745,1720789810
5F,PAU44907,FLO-PRO114M,True,5709,1725637024
5F,PAQ62515,FLO-PRO114M,True,5203,1721326833
5F,PAW60837,FLO-PRO114M,True,5918,1714659506
5F,PAW71902,FLO-PRO114M,True,6856,1717001534
5F,PAU30991,FLO-PRO114M,True,6598,1709652272
5F,PAU50366,FLO-PRO114M,True,5812,1702914002
5F,PAQ75305,FLO-PRO114M,True,7427,1699282617
5F,PAW77382,FLO-PRO114M,True,6990,1725374879
5F,PAQ49461,FLO-PRO114M,False,3705,1712588754
5F,PAW70966,FLO-PRO114M,True,6354,1716396774
5F,PAQ62520,FLO-PRO114M,False,4613,1721323695
5F,PAQ61388,FLO-PRO114M,True,6723,1701103563
5F,PAW05596,FLO-PRO114M,True,7556,1712066787
5F,PAQ49447,FLO-PRO114M,False,2780,1721325306
5F,PAY90038,FLO-PRO114M,True,6193,1722281268
5F,PAW56929,FLO-PRO114M,True,6060,1720543835
5F,PAW17295,FLO-PRO114M,True,6151,1713808482
5F,PAW17504,FLO-PRO114M,True,6102,1711373544
5F,PAS67766,FLO-PRO114M,True,5708,1719246422
5G,PAW23764,FLO-PRO114M,True,7249,1710175426
5G,PAW71644,FLO-PRO114M,True,6819,1714659516
5G,PAQ69696,FLO-PRO114M,True,8394,1701271324
5G,PAS46935,FLO-PRO114M,True,7163,1697648782
5G,PAS59545,FLO-PRO114M,True,7106,1701096377
5G,CTC42354,FLO-PRO002,False,0,1724772703
5G,PAO13098,FLO-PRO114M,True,5488,1714056148
5G,PAS30573,FLO-PRO114M,True,5577,1697640115
5G,PAY07431,FLO-PRO114M,True,6825,1726682354
5G,PAS62468,FLO-PRO114M,False,241,1709050486
5G,PAQ09719,FLO-PRO114M,True,6393,1721315909
5G,PAQ74472,FLO-PRO114M,True,7146,1699282615
5G,PAU49961,FLO-PRO114M,True,7680,1702914001
5G,PAW23055,FLO-PRO114M,True,8148,1720724110
5G,PAQ72648,FLO-PRO114M,True,7674,1699887833
5G,PAU48868,FLO-PRO114M,True,6133,1721322313
5G,PAO13167,FLO-PRO114M,False,3102,1712588759
5G,PAU41227,FLO-PRO114M,True,7910,1709052090
5G,PAQ62705,FLO-PRO002,True,8163,1701798230
5G,PAW23478,FLO-PRO114M,True,7902,1710945313
5G,PAW71694,FLO-PRO114M,True,7742,1717001541
5G,PAW01948,FLO-PRO114M,True,6997,1712066784
5G,PAU40500,FLO-PRO114M,True,7130,1709054951
5G,PAW20381,FLO-PRO114M,True,7921,1713808488
5G,PAW19228,FLO-PRO114M,True,7132,1712586897
5G,PAS45600,FLO-PRO114M,True,5885,1712244218
5G,PAW71791,FLO-PRO114M,True,8309,1713976567
5G,PAQ71055,FLO-PRO114M,True,7919,1699980011
5G,PAW70765,FLO-PRO114M,True,7832,1714486253
5G,PAQ70682,FLO-PRO114M,True,6081,1721326836
5G,PAS59979,FLO-PRO114M,True,6873,1701101038
5G,PAU49601,FLO-PRO114M,True,7023,1706023636
5G,PAQ61631,FLO-PRO114M,True,6909,1701103565
5G,PAW62660,FLO-PRO114M,True,6714,1716396778
5G,PAU81087,FLO-PRO114M,True,6405,1721319949
5G,PAW64151,FLO-PRO114M,True,6792,1716394696
5G,PAW19159,FLO-PRO114M,True,5997,1711373546
5G,PAS46093,FLO-PRO114M,True,6301,1719333291
5G,PAW73203,FLO-PRO114M,True,6585,1718120668
5G,PAS65849,FLO-PRO114M,True,5766,1697811939
5G,PAW26281,FLO-PRO114M,True,7748,1711379941
5G,PAW56811,FLO-PRO114M,False,236,1720543835
5G,PAU31043,FLO-PRO114M,True,6878,1709657241
5G,PAU80966,FLO-PRO114M,True,5572,1725637033
5G,PAO20032,FLO-PRO114M,False,2882,1722521575
5G,PAQ72575,FLO-PRO114M,True,7459,1701700602
5G,PAO99356,FLO-PRO114M,False,3650,1721325321
5G,PAW73401,FLO-PRO114M,True,7506,1717600108
5G,PAS46135,FLO-PRO114M,True,6171,1719246423
5G,PAY57444,FLO-PRO114M,True,5319,1723651056
5G,PAQ61262,FLO-PRO114M,True,7150,1705595342
5G,PAW77303,FLO-PRO114M,True,7888,1725374884
5G,PAW65144,FLO-PRO114M,True,6413,1720722360
5G,PAS38952,FLO-PRO114M,True,7560,1697641862
5G,PAU80602,FLO-PRO114M,True,6389,1711989282
5G,PAU30387,FLO-PRO114M,True,7281,1708441643
5G,PAM68000,FLO-PRO002,False,5,1701797063
5G,PAU31690,FLO-PRO114M,True,6946,1709650035
5G,PAU80723,FLO-PRO114M,True,6741,1710172037
5G,PAS65351,FLO-PRO114M,True,5578,1721323700
5G,PAW60827,FLO-PRO114M,True,8436,1714483722
5G,PAU28931,FLO-PRO114M,True,6362,1705513431
5G,PAW90383,FLO-PRO114M,True,7708,1723641173
5G,PAU29011,FLO-PRO114M,True,6396,1709652275
5G,PAY89988,FLO-PRO114M,True,6544,1722281276
5G,PAU80987,FLO-PRO114M,False,239,1712240572
5G,PAW56533,FLO-PRO114M,True,7558,1720452368
5G,PAO99356,FLO-PRO114M,False,3682,1723649381
5H,PAW72127,FLO-PRO114M,True,5698,1714486249
5H,PAW71645,FLO-PRO114M,True,6931,1714659520
5H,PAS66072,FLO-PRO114M,True,5715,1719246423
5H,PAS38871,FLO-PRO114M,False,4643,1722521575
5H,PAQ72564,FLO-PRO114M,True,7533,1701700602
5H,PAW93024,FLO-PRO114M,True,7350,1723641168
5H,PAW19367,FLO-PRO114M,True,7513,1711373548
5H,PAW62479,FLO-PRO114M,True,5663,1725637026
5H,PAQ74195,FLO-PRO114M,True,7038,1699887835
5H,PAS44406,FLO-PRO114M,True,6756,1697648787
5H,PAU80653,FLO-PRO114M,True,5505,1712240573
5H,PAQ57623,FLO-PRO114M,True,7075,1699282619
5H,PAY57591,FLO-PRO114M,True,7331,1726682360
5H,PAS59199,FLO-PRO114M,True,6322,1701096374
5H,PAU34803,FLO-PRO114M,True,6387,1711990879
5H,PAU30377,FLO-PRO114M,True,7172,1708441646
5H,PAU49790,FLO-PRO114M,True,7381,1706023639
5H,PAS64987,FLO-PRO114M,True,7028,1701100911
5H,PAW51173,FLO-PRO114M,True,6483,1720452369
5H,PAS46713,FLO-PRO114M,True,5739,1712244225
5H,PAU30969,FLO-PRO114M,True,7262,1709657243
5H,PAS52203,FLO-PRO114M,True,7773,1699980009
5H,PAW73402,FLO-PRO114M,True,6202,1719333297
5H,PAM81006,FLO-PRO002,True,7331,1701797076
5H,PAW23321,FLO-PRO114M,True,7252,1711379942
5H,PAW86398,FLO-PRO114M,True,5272,1721232043
5H,PAW18488,FLO-PRO114M,True,7625,1712586901
5H,PAU80753,FLO-PRO114M,True,6781,1710172035
5H,PAW99820,FLO-PRO114M,True,6747,1725374893
5H,PAQ73048,FLO-PRO114M,True,6247,1705595339
5H,PAQ64787,FLO-PRO002,True,7816,1701798235
5H,PAW70785,FLO-PRO114M,True,6993,1714577536
5H,PAQ74555,FLO-PRO114M,True,6297,1701271215
5H,PAW25384,FLO-PRO114M,True,6507,1710175423
5H,PAW64131,FLO-PRO114M,True,6461,1716394685
5H,PAQ72564,FLO-PRO114M,True,7478,1701702156
5H,PAS40024,FLO-PRO114M,True,6266,1697641862
5H,PAO99356,FLO-PRO114M,False,3637,1712588761
5H,PAW25118,FLO-PRO114M,True,8115,1710252653
5H,PAU40764,FLO-PRO114M,True,6389,1709052090
5H,PAW50793,FLO-PRO114M,True,6394,1720543771
5H,PAU34803,FLO-PRO114M,True,6416,1711989280
5H,PAW71506,FLO-PRO114M,True,7683,1718120673
5H,PAU43593,FLO-PRO114M,True,7911,1709054950
5H,PAW73214,FLO-PRO114M,True,8114,1717600108
5H,PAS46109,FLO-PRO114M,True,6512,1697811940
5H,PAW71564,FLO-PRO114M,True,7031,1714483722
5H,PAW71605,FLO-PRO114M,True,7330,1717001550
5H,PAU50366,FLO-PRO114M,True,5168,1721322305
5H,PAU28925,FLO-PRO114M,True,6574,1709650031
5H,PAU30636,FLO-PRO114M,True,6605,1721315912
5H,PAU51233,FLO-PRO114M,True,7461,1702914005
5H,PAW20469,FLO-PRO114M,True,7845,1713808488
5H,PAS39928,FLO-PRO114M,False,2,1697640100
5H,PAW22513,FLO-PRO114M,True,7609,1710945311
5H,PAO23385,FLO-PRO114M,True,6041,1714056148
5H,PBA01880,FLO-PRO114M,True,6571,1720789815
5H,PAW23185,FLO-PRO114M,True,7342,1720724107
5H,PAU53653,FLO-PRO114M,True,6933,1707239147
5H,CTC42352,FLO-PRO002,False,0,1724772704
5H,PAS31642,FLO-PRO114M,True,5653,1723649394
5H,PAU80966,FLO-PRO114M,True,5768,1721319941
5H,PAQ71170,FLO-PRO114M,True,6816,1701103565
5H,PAW05798,FLO-PRO114M,True,7503,1712066783
5H,PAU31698,FLO-PRO114M,True,7257,1709652278
5H,PAY91766,FLO-PRO114M,True,5825,1722281285
5H,PAY54391,FLO-PRO114M,True,5907,1722354864
5H,PAU31547,FLO-PRO114M,True,7831,1705513435
5H,PAY57593,FLO-PRO114M,True,7003,1723651052
5H,PAS65617,FLO-PRO114M,True,5451,1721323701
5H,PAS62578,FLO-PRO114M,True,7190,1709050487
5H,PAQ69941,FLO-PRO114M,True,6191,1721326844
5H,PAY55764,FLO-PRO114M,True,7051,1720722235
6A,PAO13031,FLO-PRO114M,True,5838,1721326844
6A,PAS44935,FLO-PRO114M,False,268,1708441643
6A,PAW89425,FLO-PRO114M,True,6544,1720789832
6A,PAS45678,FLO-PRO114M,True,5937,1708454054
6A,PAU32171,FLO-PRO114M,True,6650,1709650041
6A,PAO15504,FLO-PRO114M,True,5774,1712588761
6A,PAW64376,FLO-PRO114M,True,7426,1716394687
6A,PAS62242,FLO-PRO114M,True,5876,1709052086
6A,PAY54615,FLO-PRO114M,True,5216,1725381250
6A,PAS59545,FLO-PRO114M,True,7432,1700497657
6A,PAU29771,FLO-PRO114M,True,8301,1702914006
6A,PAW73571,FLO-PRO114M,True,7857,1718120675
6A,PAY89344,FLO-PRO114M,False,4302,1722353015
6A,PAW23489,FLO-PRO114M,True,7717,1710945316
6A,PAM73154,FLO-PRO002,False,1340,1698158488
6A,PAS24653,FLO-PRO114M,True,6623,1699971185
6A,PAW69605,FLO-PRO114M,True,5415,1720452363
6A,PAU33900,FLO-PRO114M,True,7924,1709659930
6A,PAW28260,FLO-PRO114M,True,8287,1712586898
6A,PAY10612,FLO-PRO114M,False,0,1723641168
6A,PAU50721,FLO-PRO114M,True,7137,1709139218
6A,PAW93580,FLO-PRO114M,True,8316,1720722481
6A,PAM68366,FLO-PRO002,True,5955,1697813035
6A,PAW63378,FLO-PRO114M,True,8242,1714483720
6A,PAM79864,FLO-PRO002,True,5765,1698159511
6A,CTC43500,FLO-PRO002,False,0,1724772702
6A,PAW21939,FLO-PRO114M,True,6749,1711989279
6A,PAW68012,FLO-PRO114M,True,7702,1718212757
6A,PAW67963,FLO-PRO114M,True,7805,1719246424
6A,PAU30605,FLO-PRO114M,True,6374,1721319949
6A,PAQ60934,FLO-PRO114M,True,6749,1701096376
6A,PAQ74014,FLO-PRO114M,True,7089,1699282618
6A,PAQ70515,FLO-PRO114M,True,7922,1699368455
6A,PAW64271,FLO-PRO114M,True,6493,1721323701
6A,PAS64361,FLO-PRO114M,True,5432,1709226765
6A,PAU30922,FLO-PRO114M,True,5888,1709657246
6A,PAW17248,FLO-PRO114M,True,7294,1711373543
6A,PAQ74495,FLO-PRO114M,True,7929,1705513437
6A,PAU50619,FLO-PRO114M,True,7138,1707239145
6A,PAG69425,FLO-PRO002,False,2767,1698157720
6A,PAM72002,FLO-PRO002,False,4496,1697809787
6A,PAY62669,FLO-PRO114M,True,6077,1725626363
6A,PAY54615,FLO-PRO114M,True,5467,1725374881
6A,PAQ61361,FLO-PRO114M,True,5911,1701880019
6A,PAW23659,FLO-PRO114M,True,7770,1720724153
6A,PAQ69947,FLO-PRO114M,True,7244,1699887834
6A,PAQ60934,FLO-PRO114M,True,6681,1701100929
6A,PAU29747,FLO-PRO114M,True,8161,1702920198
6A,PAS45789,FLO-PRO114M,True,6709,1700143768
6A,PAK04198,FLO-PRO002,False,4410,1700490532
6A,PAQ74547,FLO-PRO114M,True,6977,1701271324
6A,PAW28655,FLO-PRO114M,True,6933,1713966542
6A,PAW95873,FLO-PRO114M,True,6908,1720543838
6A,PAQ74031,FLO-PRO114M,True,7249,1699284796
6A,PAQ74134,FLO-PRO114M,True,7662,1701272543
6A,PAQ60934,FLO-PRO114M,True,6632,1701103564
6A,PAW28316,FLO-PRO114M,True,7956,1711379944
6A,PAW64390,FLO-PRO114M,True,6213,1721322305
6A,PAS64342,FLO-PRO114M,True,5756,1709050483
6A,PAU32265,FLO-PRO114M,True,8132,1706023637
6A,PAS43782,FLO-PRO114M,True,6916,1697640122
6A,PAU57081,FLO-PRO114M,True,7380,1710172041
6A,PAU28467,FLO-PRO114M,True,6161,1712066791
6A,PAQ60934,FLO-PRO114M,True,7194,1700493038
6A,PAW63140,FLO-PRO114M,True,6822,1715619652
6A,PAU33900,FLO-PRO114M,True,7905,1709658721
6A,PAW73616,FLO-PRO114M,True,7702,1717001545
6A,PAQ83283,FLO-PRO114M,True,5902,1721325320
6A,PAQ69441,FLO-PRO114M,True,6960,1701700605
6A,PAQ72696,FLO-PRO114M,True,6546,1699980011
6A,PAW71901,FLO-PRO114M,True,6896,1713976563
6A,PAS46093,FLO-PRO114M,True,6272,1721315907
6A,PAG88786,FLO-PRO002,False,2685,1701797074
6A,PAU32333,FLO-PRO114M,True,5636,1709652277
6B,PAU31970,FLO-PRO114M,True,7824,1709652273
6B,PAU57646,FLO-PRO114M,True,7038,1710172037
6B,PAQ71771,FLO-PRO114M,True,6795,1705513431
6B,PAQ70727,FLO-PRO114M,True,7676,1701272598
6B,PAS59944,FLO-PRO114M,True,6746,1721326843
6B,PAU43525,FLO-PRO114M,True,6728,1709052089
6B,CTC69255,FLO-PRO002,False,0,1724772703
6B,PAQ73902,FLO-PRO114M,True,7412,1699887826
6B,PAQ62555,FLO-PRO114M,True,6523,1701100930
6B,PAU44869,FLO-PRO114M,True,6789,1710252654
6B,PAK04218,FLO-PRO002,False,0,1700490525
6B,PAU32174,FLO-PRO114M,True,6604,1709650033
6B,PAG88802,FLO-PRO002,False,0,1701797107
6B,PAS46226,FLO-PRO114M,True,6313,1700143756
6B,PAY86353,FLO-PRO114M,False,4543,1725374881
6B,PAW63390,FLO-PRO114M,True,7759,1714483729
6B,PAQ70019,FLO-PRO114M,True,7058,1699282608
6B,PAW72999,FLO-PRO114M,True,8033,1717001548
6B,PAQ45460,FLO-PRO114M,False,4427,1713966548
6B,PAS67976,FLO-PRO114M,True,5854,1709050486
6B,PAU40711,FLO-PRO114M,True,5152,1709226763
6B,PAW23501,FLO-PRO114M,True,7277,1720724149
6B,PAQ62485,FLO-PRO114M,True,6544,1701700602
6B,PAW71120,FLO-PRO114M,True,6579,1721323704
6B,PAQ71131,FLO-PRO114M,True,8102,1700493034
6B,PAU49176,FLO-PRO114M,True,7874,1706023639
6B,PAQ54001,FLO-PRO114M,True,7195,1717521229
6B,PAM73640,FLO-PRO002,True,5098,1698157718
6B,PAW65106,FLO-PRO114M,True,6944,1718120670
6B,PAQ72632,FLO-PRO114M,True,7762,1701271252
6B,PAU31016,FLO-PRO114M,True,6413,1721315911
6B,PAW28543,FLO-PRO114M,True,8218,1711379939
6B,PAS44694,FLO-PRO114M,True,6463,1708454045
6B,PAW64381,FLO-PRO114M,True,6498,1716394694
6B,PAS29978,FLO-PRO114M,True,6963,1697640123
6B,PAO20032,FLO-PRO114M,False,3342,1712588753
6B,PAQ62555,FLO-PRO114M,True,6645,1701096379
6B,PAS60633,FLO-PRO114M,True,7355,1700497600
6B,PAQ73922,FLO-PRO114M,False,3919,1701879957
6B,PAS56766,FLO-PRO114M,True,7648,1699980009
6B,PAW28241,FLO-PRO114M,True,8215,1712586894
6B,PAW63518,FLO-PRO114M,True,5589,1721322310
6B,PAY06448,FLO-PRO114M,True,7191,1723641173
6B,PAW17527,FLO-PRO114M,True,7907,1711373547
6B,PAY88814,FLO-PRO114M,True,5603,1722353008
6B,PAW95755,FLO-PRO114M,True,7760,1720722483
6B,PAW00466,FLO-PRO114M,True,6303,1720452361
6B,PAS60033,FLO-PRO114M,True,7067,1701103570
6B,PAW95966,FLO-PRO114M,True,7201,1720543840
6B,PAM80561,FLO-PRO002,True,7567,1698159577
6B,PAY86353,FLO-PRO114M,False,4226,1725381252
6B,PAU56797,FLO-PRO114M,True,6952,1709657235
6B,PAW73624,FLO-PRO114M,True,6832,1717600109
6B,PAQ87259,FLO-PRO114M,True,5739,1721325320
6B,PAM73158,FLO-PRO002,False,736,1698158458
6B,PAW62479,FLO-PRO114M,True,5780,1721319944
6B,PAQ61963,FLO-PRO114M,True,6118,1712066787
6B,PAW73147,FLO-PRO114M,True,7725,1718212754
6B,PAW60970,FLO-PRO114M,True,6415,1715619662
6B,PBA02788,FLO-PRO114M,True,6819,1720789828
6B,PAU32054,FLO-PRO114M,True,7569,1702914005
6B,PAW23872,FLO-PRO114M,True,7434,1710945314
6B,PAU29588,FLO-PRO114M,True,7866,1702920203
6B,PAS56766,FLO-PRO114M,True,8087,1699971107
6B,PAW64784,FLO-PRO114M,True,5977,1725626359
6B,PAW23937,FLO-PRO114M,True,6602,1711989279
6B,PAO22489,FLO-PRO114M,False,3983,1726504052
6B,PAQ74625,FLO-PRO114M,True,7354,1699284705
6B,PAS60033,FLO-PRO114M,True,7065,1701102729
6B,PAM72094,FLO-PRO002,True,6146,1697809778
6B,PAW68015,FLO-PRO114M,True,8627,1719246421
6B,PAU57630,FLO-PRO114M,True,7235,1707239144
6B,PAW71832,FLO-PRO114M,True,7561,1713976561
6B,PAQ70083,FLO-PRO114M,True,7307,1699368452
6B,PAS44665,FLO-PRO114M,True,7265,1708441657
6B,PAU50847,FLO-PRO114M,True,7006,1709139213
6B,PAU30948,FLO-PRO114M,True,7438,1709659925
6C,PAW65002,FLO-PRO114M,True,7784,1717001541
6C,PAU49549,FLO-PRO114M,True,6940,1706023639
6C,PAM73155,FLO-PRO002,False,3765,1698158568
6C,PAW68474,FLO-PRO114M,True,6808,1720452367
6C,PAS65526,FLO-PRO114M,True,7592,1709050484
6C,PAQ71131,FLO-PRO114M,True,7876,1701096380
6C,PAQ60940,FLO-PRO114M,True,5545,1701877390
6C,PAW64586,FLO-PRO114M,True,6433,1721323706
6C,PAY58264,FLO-PRO114M,True,6198,1725381252
6C,PAW64817,FLO-PRO114M,True,6917,1725626364
6C,CTC43555,FLO-PRO002,False,0,1724772698
6C,PAU50784,FLO-PRO114M,True,7138,1707239144
6C,PAU31329,FLO-PRO114M,True,5603,1709652272
6C,PAS24578,FLO-PRO114M,True,6470,1699971184
