position,flow_cell_id,product_code,passed,total_pore_count,timestamp
1G,PAU31700,FLO-PRO114M,True,6020,1723049330
1G,PAW22772,FLO-PRO114M,True,6502,1720447732
1G,PAW71669,FLO-PRO114M,True,8311,1717005440
1G,PAS64255,FLO-PRO114M,True,6544,1710513066
1G,PAW38298,FLO-PRO114M,True,8480,1713360511
1G,PAW40373,FLO-PRO114M,True,5999,1719851264
1G,PAU49742,FLO-PRO114M,True,7214,1706025598
1G,PAW64337,FLO-PRO114M,True,7370,1715776068
1G,PAW65057,FLO-PRO114M,True,7272,1718107906
1G,PAW21446,FLO-PRO114M,True,7219,1712666572
1G,PAS46424,FLO-PRO114M,False,4590,1717772696
1G,PAW20235,FLO-PRO114M,True,8064,1711374352
1G,PAU40502,FLO-PRO114M,True,7911,1709645826
1G,PAU31095,FLO-PRO114M,True,6660,1718975121
1G,PAU30444,FLO-PRO114M,True,7003,1709045426
1G,PAW21775,FLO-PRO114M,True,6037,1713969398
1G,PAU49958,FLO-PRO114M,True,6844,1708700630
1G,PAU34594,FLO-PRO114M,True,6257,1710166258
1G,PAY89254,FLO-PRO114M,True,6971,1721219034
1G,PAW56736,FLO-PRO114M,True,7536,1720452831
1G,PAY06396,FLO-PRO114M,True,7780,1728402807
1G,PAY09350,FLO-PRO114M,False,0,1728404485
1H,PAY89198,FLO-PRO114M,True,7398,1721753249
1H,PAS59043,FLO-PRO114M,True,6553,1710513067
1H,PAW64330,FLO-PRO114M,True,7292,1715776071
1H,PAW63923,FLO-PRO114M,True,6031,1720452824
1H,PAW17241,FLO-PRO114M,True,7706,1711374354
1H,PAU56802,FLO-PRO114M,True,6837,1708700629
1H,PAW33630,FLO-PRO114M,True,8256,1713360515
1H,PAW24268,FLO-PRO114M,True,6642,1711121399
1H,PAW71436,FLO-PRO114M,True,7332,1717005444
1H,PAW22411,FLO-PRO114M,True,6937,1720447732
1H,PAW65141,FLO-PRO114M,True,8104,1718107903
1H,PAY91829,FLO-PRO114M,True,7889,1721219040
1H,PAU50072,FLO-PRO114M,True,6807,1709645819
1H,PAS46093,FLO-PRO114M,True,6356,1717772689
1H,PAW23092,FLO-PRO114M,True,6857,1713969399
1H,PAW40123,FLO-PRO114M,True,6275,1719851252
1H,PAW21782,FLO-PRO114M,True,7633,1712666574
1H,PAU30233,FLO-PRO114M,True,7764,1709045427
1H,PAY06434,FLO-PRO114M,True,8125,1728402808
1H,PAY16718,FLO-PRO114M,False,18,1728404480
2A,PAW73402,FLO-PRO114M,True,6640,1718196820
2A,PAW23468,FLO-PRO114M,True,6915,1713360514
2A,PAW73580,FLO-PRO114M,True,6302,1719234695
2A,PAW17188,FLO-PRO114M,True,7627,1711374355
2A,PAW63143,FLO-PRO114M,True,6544,1723049330
2A,PAU49877,FLO-PRO114M,True,6200,1709645820
2A,PAY62628,FLO-PRO114M,True,7642,1718108007
2A,PAY89171,FLO-PRO114M,True,7805,1721219039
2A,PAW69047,FLO-PRO114M,True,6657,1717005640
2A,PAW56977,FLO-PRO114M,True,7051,1720447737
2A,PAU29816,FLO-PRO114M,True,7951,1709045426
2A,PAS44719,FLO-PRO114M,True,6937,1709051957
2A,PAU53613,FLO-PRO114M,True,6836,1708015475
2A,PAW73161,FLO-PRO114M,True,6051,1719333070
2A,PAW61007,FLO-PRO114M,True,6863,1715711173
2A,PAS59906,FLO-PRO114M,True,6429,1710513062
2A,PAW62479,FLO-PRO114M,True,5873,1719851256
2A,PAW18573,FLO-PRO114M,True,7581,1712666575
2A,PBA02890,FLO-PRO114M,False,4556,1720452763
2A,PAW23065,FLO-PRO114M,True,6505,1711121390
2A,PAY16460,FLO-PRO114M,True,6527,1728402804
2B,PAW60651,FLO-PRO114M,True,6766,1715711176
2B,PAW71016,FLO-PRO114M,True,6542,1723049327
2B,PAW73412,FLO-PRO114M,True,7303,1718196819
2B,PAU50157,FLO-PRO114M,True,6205,1709645821
2B,PAW21780,FLO-PRO114M,True,6964,1713360513
2B,PAW19188,FLO-PRO114M,True,6453,1711121398
2B,PAY89240,FLO-PRO114M,True,7140,1721219038
2B,PAS67790,FLO-PRO114M,True,6441,1706203198
2B,PAS46880,FLO-PRO114M,True,6143,1724861882
2B,PAW40154,FLO-PRO114M,True,6296,1719851260
2B,PAW71482,FLO-PRO114M,True,8339,1718108001
2B,PAU56799,FLO-PRO114M,True,6441,1708015472
2B,PAU49645,FLO-PRO114M,True,6817,1709045425
2B,PAQ45460,FLO-PRO114M,False,4432,1713969442
2B,PBA02818,FLO-PRO114M,True,5779,1720452756
2B,PAW57575,FLO-PRO114M,True,8171,1720447742
2B,PAW73580,FLO-PRO114M,True,6151,1719333070
2B,PAW74757,FLO-PRO114M,True,8428,1717005643
2B,PAS59524,FLO-PRO114M,True,5059,1714660917
2B,PAW18509,FLO-PRO114M,True,7262,1712666575
2B,PAW19380,FLO-PRO114M,True,7072,1711374352
2B,PAW71393,FLO-PRO114M,True,5784,1715776070
2B,PAS60824,FLO-PRO114M,True,6385,1710513064
2B,PAY07502,FLO-PRO114M,True,6387,1728402801
2B,PAY16741,FLO-PRO114M,True,7122,1728418073
2C,PAO48198,FLO-PRO114M,True,5743,1713969438
2C,PAW64985,FLO-PRO114M,True,7069,1720447734
2C,PAW62511,FLO-PRO114M,True,6484,1719851258
2C,PAU30286,FLO-PRO114M,True,7095,1709051954
2C,PAW73038,FLO-PRO114M,True,7285,1718108004
2C,PAW73496,FLO-PRO114M,True,8277,1717005644
2C,PAU50369,FLO-PRO114M,True,6025,1708015465
2C,PAW22479,FLO-PRO114M,True,6761,1711121392
2C,PAY91836,FLO-PRO114M,True,8021,1721219041
2C,PAW17489,FLO-PRO114M,True,7748,1711374356
2C,PAU48940,FLO-PRO114M,True,6964,1709045425
2C,PAU49931,FLO-PRO114M,True,7341,1709645827
2C,PAQ73048,FLO-PRO114M,True,5743,1714660920
2C,PAW71372,FLO-PRO114M,True,6440,1715711175
2C,PAY54679,FLO-PRO114M,True,5981,1724861888
2C,PAW73109,FLO-PRO114M,True,7979,1718196822
2C,PAW89425,FLO-PRO114M,True,6606,1720452758
2C,PAW19202,FLO-PRO114M,True,8151,1712666571
2C,PAW19220,FLO-PRO114M,True,7307,1713360515
2C,PAU80991,FLO-PRO114M,True,6746,1723049333
2C,PAW61005,FLO-PRO114M,True,6274,1715776071
2C,PAS46979,FLO-PRO114M,True,6401,1710513064
2C,PAY07645,FLO-PRO114M,True,7364,1728402804
2C,PAY07483,FLO-PRO114M,True,5841,1728404480
2C,PAW89009,FLO-PRO114M,True,7648,1728418069
2D,PAW61002,FLO-PRO114M,True,6689,1715711175
2D,PAW23092,FLO-PRO114M,True,6831,1713971005
2D,PAW73310,FLO-PRO114M,True,7058,1717005641
2D,PAW73505,FLO-PRO114M,True,7726,1718108003
2D,PBA02788,FLO-PRO114M,True,6788,1720452764
2D,PAW18584,FLO-PRO114M,True,7193,1712666574
2D,PAU49587,FLO-PRO114M,True,6303,1709045421
2D,PAQ08495,FLO-PRO114M,False,3850,1713969442
2D,PAW56842,FLO-PRO114M,True,7324,1720447735
2D,PAW40036,FLO-PRO114M,True,6685,1719851254
2D,PAS65629,FLO-PRO114M,True,6718,1711121386
2D,PAW19228,FLO-PRO114M,True,7000,1713360512
2D,PAS45599,FLO-PRO114M,True,5727,1714660918
2D,PAY89630,FLO-PRO114M,True,7132,1721219028
2D,PAY58343,FLO-PRO114M,False,4137,1724861880
2D,PAU53628,FLO-PRO114M,True,7157,1709645823
2D,PAU28946,FLO-PRO114M,True,6813,1709051278
2D,PAS59199,FLO-PRO114M,True,6055,1723049335
2D,PAS46467,FLO-PRO114M,True,6031,1710513062
2D,PAW19100,FLO-PRO114M,True,7151,1711374355
2D,PAU50458,FLO-PRO114M,True,6719,1708015472
2D,PAS62491,FLO-PRO114M,True,6919,1706203196
2D,PAW73134,FLO-PRO114M,False,0,1718196820
2D,PAW88651,FLO-PRO114M,True,7851,1728402804
2D,PAY16858,FLO-PRO114M,False,4649,1728418066
2E,PAS65769,FLO-PRO114M,True,5611,1714660918
2E,PAW86371,FLO-PRO114M,True,6720,1720447736
2E,PAY58111,FLO-PRO114M,True,6431,1721219037
2E,PAU43566,FLO-PRO114M,False,0,1709235511
2E,PAU70313,FLO-PRO114M,True,5310,1708015479
2E,PAW73498,FLO-PRO114M,True,8128,1717005642
2E,PAS59791,FLO-PRO114M,True,5344,1710513054
2E,PAW71453,FLO-PRO114M,True,7129,1717505828
2E,PAW73690,FLO-PRO114M,True,7504,1718108004
2E,PAQ53440,FLO-PRO114M,True,5497,1718111622
2E,PAW28732,FLO-PRO114M,True,6957,1711374353
2E,PAS60067,FLO-PRO114M,True,5890,1711121396
2E,PAS59944,FLO-PRO114M,True,6663,1723049335
2E,PAW63031,FLO-PRO114M,True,6354,1715711175
2E,PAW71350,FLO-PRO114M,True,7606,1720452760
2E,PAU54585,FLO-PRO114M,True,7440,1709645822
2E,PAS33307,FLO-PRO114M,True,6252,1724861884
2E,PAW21466,FLO-PRO114M,True,7722,1712666576
2E,PAU49828,FLO-PRO114M,True,7126,1709045421
2E,PAO48208,FLO-PRO114M,True,6622,1713969444
2E,PAW01984,FLO-PRO114M,True,7988,1713360513
2E,PAW73176,FLO-PRO114M,True,8542,1718196826
2E,PAY16814,FLO-PRO114M,False,0,1728402801
2E,PAW88712,FLO-PRO114M,False,4674,1728404478
2E,PAY16507,FLO-PRO114M,True,7396,1728418072
2F,PAW81285,FLO-PRO114M,True,6287,1720447735
2F,PAO99672,FLO-PRO114M,False,1,1718111621
2F,PAW64993,FLO-PRO114M,True,7112,1717505873
2F,PAY60224,FLO-PRO114M,True,6702,1721222526
2F,PAU50121,FLO-PRO114M,True,6780,1709645822
2F,PAW01965,FLO-PRO114M,True,8014,1713360518
2F,PAW65119,FLO-PRO114M,True,8223,1717005642
2F,PAU43570,FLO-PRO114M,True,6819,1709235512
2F,PAY58174,FLO-PRO114M,True,7502,1721219041
2F,PAU54914,FLO-PRO114M,True,6761,1708015482
2F,PAS62180,FLO-PRO114M,True,6754,1706203194
2F,PAU30588,FLO-PRO114M,True,7074,1709045421
2F,PAW19718,FLO-PRO114M,True,7715,1712666572
2F,PAW67950,FLO-PRO114M,True,8162,1718108003
2F,PAS59134,FLO-PRO114M,True,6483,1710513064
2F,PAS44376,FLO-PRO114M,True,7499,1698072837
2F,PAW60658,FLO-PRO114M,True,6766,1715711174
2F,PAQ69941,FLO-PRO114M,True,6104,1723049336
2F,PAW70602,FLO-PRO114M,True,6485,1720452762
2F,PAW73155,FLO-PRO114M,True,7975,1718196828
2F,PAW23916,FLO-PRO114M,True,6787,1711374349
2F,PAS65261,FLO-PRO114M,True,6663,1711121393
2F,PAY07259,FLO-PRO114M,True,6465,1728402804
2F,PAW88685,FLO-PRO114M,False,0,1728404483
2F,PAY07646,FLO-PRO114M,True,7308,1728418071
2G,PAW73400,FLO-PRO114M,True,8053,1718108003
2G,PAS58500,FLO-PRO114M,True,6449,1710513057
2G,PAU29658,FLO-PRO114M,True,6432,1723049332
2G,PAW80505,FLO-PRO114M,True,6428,1720447733
2G,PAW71605,FLO-PRO114M,True,7072,1717505876
2G,PAY60523,FLO-PRO114M,True,7524,1721222524
2G,PAU53617,FLO-PRO114M,True,6244,1708015469
2G,PAW23176,FLO-PRO114M,True,7550,1711374355
2G,PAY58076,FLO-PRO114M,True,6932,1721219038
2G,PAY62692,FLO-PRO114M,True,6950,1717589930
2G,PAW02186,FLO-PRO114M,True,7581,1713360516
2G,PAW20331,FLO-PRO114M,True,7329,1712666571
2G,PAO92678,FLO-PRO114M,True,7067,1718111618
2G,PAW70532,FLO-PRO114M,True,7566,1720452758
2G,PAU50515,FLO-PRO114M,True,7246,1709645823
2G,PAW73384,FLO-PRO114M,True,8361,1718196829
2G,PAW64301,FLO-PRO114M,True,5831,1715711054
2G,PAS58754,FLO-PRO114M,True,5905,1711121401
2G,PAU29071,FLO-PRO114M,True,7629,1709045425
2G,PAW73674,FLO-PRO114M,True,7627,1717005636
2G,PAU43373,FLO-PRO114M,True,6922,1709235513
2G,PAY07163,FLO-PRO114M,True,6731,1728402800
2G,PAY09345,FLO-PRO114M,False,2842,1728418071
2H,PAQ52319,FLO-PRO114M,True,7046,1718111621
2H,PAW71470,FLO-PRO114M,True,8015,1717589932
2H,PAY60227,FLO-PRO114M,True,6589,1721222523
2H,PAU31144,FLO-PRO114M,True,7401,1709045427
2H,PAW73217,FLO-PRO114M,True,8064,1718196824
2H,PAY58176,FLO-PRO114M,True,7805,1721219041
2H,PAU54601,FLO-PRO114M,True,6965,1709645823
2H,PAW76849,FLO-PRO114M,True,6452,1720447594
2H,PAS26375,FLO-PRO114M,True,6508,1710513061
2H,PAW21780,FLO-PRO114M,True,7103,1712666576
2H,PAS64766,FLO-PRO114M,True,6654,1706203199
2H,PAQ74950,FLO-PRO114M,True,6274,1723049337
2H,PAW73171,FLO-PRO114M,True,8390,1718108001
2H,PAW23561,FLO-PRO114M,True,7473,1713360516
2H,PAW22516,FLO-PRO114M,True,6797,1711374353
2H,PAS46011,FLO-PRO114M,False,4859,1711121393
2H,PAW70589,FLO-PRO114M,True,6939,1720452761
2H,PAW70932,FLO-PRO114M,True,6557,1715711169
2H,PAU50792,FLO-PRO114M,True,6389,1708015470
2H,PAW73509,FLO-PRO114M,True,8003,1717005642
2H,PAY07057,FLO-PRO114M,True,7538,1728402808
2H,PAY63084,FLO-PRO114M,True,6950,1728404482
2H,PAY07937,FLO-PRO114M,False,1,1728418066
3B,PAW18488,FLO-PRO114M,True,7626,1712666962
3B,PAU54579,FLO-PRO114M,True,6996,1709645828
3B,PAS46032,FLO-PRO114M,True,5970,1711121400
3B,PAW80656,FLO-PRO114M,True,6281,1720447781
3B,PAW73537,FLO-PRO114M,True,7925,1718204097
3B,PAY89157,FLO-PRO114M,True,7518,1721736439
3B,PAW23487,FLO-PRO114M,True,7872,1713360513
3B,PAW20377,FLO-PRO114M,True,6768,1715096762
3B,PAU31683,FLO-PRO114M,True,6275,1710513061
3B,PAW73633,FLO-PRO114M,True,7757,1717589931
3B,PAY58488,FLO-PRO114M,True,7385,1721222529
3B,PAU81023,FLO-PRO114M,True,7521,1711376025
3B,PAQ58425,FLO-PRO114M,True,7927,1706712412
3B,PAW60607,FLO-PRO114M,True,6599,1715093997
3B,PAW64981,FLO-PRO114M,True,7749,1717005645
3B,PAY16480,FLO-PRO114M,True,6902,1727192059
3B,PAU57175,FLO-PRO114M,False,4406,1707836329
3B,PAS44812,FLO-PRO114M,True,5651,1709045426
3B,PAW65036,FLO-PRO114M,True,6976,1721240372
3B,PAW18658,FLO-PRO114M,True,6947,1711374355
3B,PAU31971,FLO-PRO114M,True,7828,1706714405
3B,PAU50792,FLO-PRO114M,True,6429,1707834408
3B,PAY89988,FLO-PRO114M,True,6412,1727445993
3B,PAS46880,FLO-PRO114M,True,6161,1723049335
3B,PAU54534,FLO-PRO114M,True,7082,1709055919
3B,PAW88685,FLO-PRO114M,False,0,1728402806
3B,PAY16562,FLO-PRO114M,False,0,1728404482
3B,PAY78051,FLO-PRO114M,True,6195,1728413505
3B,PAY11322,FLO-PRO114M,True,6513,1728418064
3C,PAW70944,FLO-PRO114M,True,6305,1715961747
3C,PAW19230,FLO-PRO114M,True,6757,1711374353
3C,PAU32093,FLO-PRO114M,True,7994,1709051829
3C,PAY89190,FLO-PRO114M,True,7573,1721736328
3C,PAW28260,FLO-PRO114M,True,8197,1712666958
3C,PAW23057,FLO-PRO114M,True,7118,1715096681
3C,PAO12935,FLO-PRO114M,False,4268,1713970927
3C,PAY60245,FLO-PRO114M,True,6015,1727445989
3C,PAW71458,FLO-PRO114M,True,8162,1718204084
3C,PAU57387,FLO-PRO114M,True,6745,1707834409
3C,PAW71029,FLO-PRO114M,True,7540,1715802270
3C,PAU31389,FLO-PRO114M,True,6755,1706712403
3C,PAY16470,FLO-PRO114M,True,5373,1727191942
3C,PAU57067,FLO-PRO114M,True,7295,1707836239
3C,PAS46117,FLO-PRO114M,False,4669,1711121397
3C,PAS58827,FLO-PRO114M,True,5713,1706203197
3C,PAU43404,FLO-PRO114M,True,6283,1709828402
3C,PAU28002,FLO-PRO114M,True,6768,1710513066
3C,PAW59237,FLO-PRO114M,True,7337,1720452828
3C,PAW73216,FLO-PRO114M,True,8044,1717005641
3C,PAW23445,FLO-PRO114M,True,7976,1713360514
3C,PAS65849,FLO-PRO114M,False,4894,1713969892
3C,PAW73402,FLO-PRO114M,True,6236,1721240264
3C,PAW70848,FLO-PRO114M,True,8232,1715093998
3C,PAW63333,FLO-PRO114M,True,6880,1715974432
3C,PAS32711,FLO-PRO114M,True,6212,1723049332
3C,PAW73057,FLO-PRO114M,True,8642,1717589932
3C,PAU53653,FLO-PRO114M,True,6743,1708015476
3C,PAU54575,FLO-PRO114M,True,6992,1709645822
3C,PAW80740,FLO-PRO114M,True,6783,1720447774
3C,PAU50762,FLO-PRO114M,True,7169,1707234052
3C,PAU81113,FLO-PRO114M,True,7012,1711375879
3C,PAS44706,FLO-PRO114M,True,5190,1709045426
3C,PAU29911,FLO-PRO114M,True,7607,1706714407
3C,PAY06433,FLO-PRO114M,True,7092,1728402804
3C,PAY17040,FLO-PRO114M,True,6320,1728404378
3C,PAY16562,FLO-PRO114M,False,0,1728407072
3C,PAY87850,FLO-PRO114M,True,5060,1728413503
3C,PAY78072,FLO-PRO114M,True,6230,1728415186
3C,PAY07923,FLO-PRO114M,True,6560,1728417946
3D,PAW19380,FLO-PRO114M,True,6984,1711375924
3D,PAY16764,FLO-PRO114M,True,7613,1727192056
3D,PAW62514,FLO-PRO114M,True,6986,1715802268
3D,PAW67728,FLO-PRO114M,True,7593,1717589931
3D,PAS46037,FLO-PRO114M,False,4982,1711121400
3D,PAW73052,FLO-PRO114M,True,7666,1717005640
3D,PAW64245,FLO-PRO114M,True,6874,1715791613
3D,PAU28099,FLO-PRO114M,True,7523,1706712406
3D,PAY57444,FLO-PRO114M,False,4368,1727445990
3D,PAU53617,FLO-PRO114M,True,6352,1707834406
3D,PAS45476,FLO-PRO114M,False,530,1709045423
3D,PAS26436,FLO-PRO114M,True,6344,1723049334
3D,PAU57178,FLO-PRO114M,True,7637,1707836322
3D,PAW28241,FLO-PRO114M,True,8154,1712666961
3D,PAU31936,FLO-PRO114M,True,6617,1710513062
3D,PAU30197,FLO-PRO114M,True,8297,1706714404
3D,PAU32062,FLO-PRO114M,True,7256,1709051955
3D,PAU53593,FLO-PRO114M,True,6836,1708015473
3D,PAW65195,FLO-PRO114M,True,7001,1720452829
3D,PAU53593,FLO-PRO114M,True,7014,1707234053
3D,PAU54599,FLO-PRO114M,True,7343,1709645825
3D,PAW62814,FLO-PRO114M,True,6378,1715974428
3D,PAW71037,FLO-PRO114M,True,6005,1715961753
3D,PAW71860,FLO-PRO114M,True,7048,1715094003
3D,PAW73287,FLO-PRO114M,True,8001,1718204080
3D,PAW80594,FLO-PRO114M,False,0,1720447770
3D,PBA02843,FLO-PRO114M,False,184,1719852510
3D,PAU81028,FLO-PRO114M,True,7260,1711374353
3D,PAW23669,FLO-PRO114M,True,7446,1713360512
3D,PAY58220,FLO-PRO114M,True,7112,1721736435
3D,PAU31744,FLO-PRO114M,False,4606,1721240367
3D,PAY16505,FLO-PRO114M,True,7702,1728402804
3D,PAW88685,FLO-PRO114M,False,0,1728407187
3D,PAY87845,FLO-PRO114M,True,6463,1728413501
3D,PAY10379,FLO-PRO114M,True,7299,1728415188
3D,PAY16747,FLO-PRO114M,True,7972,1728418069
3E,PAU54511,FLO-PRO114M,True,7290,1707834409
3E,PAW67716,FLO-PRO114M,True,6488,1717589927
3E,PAS59867,FLO-PRO114M,True,5200,1706203199
3E,PAW23506,FLO-PRO114M,True,8012,1713360514
3E,PAU30975,FLO-PRO114M,True,5962,1721240368
3E,PAW65036,FLO-PRO114M,True,7333,1718204081
3E,PAW56752,FLO-PRO114M,True,7695,1720449603
3E,PAW71935,FLO-PRO114M,True,6663,1715093993
3E,PAS44714,FLO-PRO114M,True,6576,1709045426
3E,PAU57030,FLO-PRO114M,True,7252,1707836328
3E,PAU48922,FLO-PRO114M,True,5712,1727446004
3E,PAU57667,FLO-PRO114M,True,6269,1708015475
3E,PAW40154,FLO-PRO114M,True,6249,1719852509
3E,PAU81107,FLO-PRO114M,True,7392,1711374356
3E,PAW19100,FLO-PRO114M,True,7063,1711376021
3E,PAQ69842,FLO-PRO114M,True,7819,1706714403
3E,PAS45531,FLO-PRO114M,True,5927,1708698165
3E,PAU30005,FLO-PRO114M,True,8524,1709051956
3E,PAQ85707,FLO-PRO114M,True,6012,1723049333
3E,PAW61004,FLO-PRO114M,True,6406,1715791618
3E,PAU31104,FLO-PRO114M,True,6681,1710513062
3E,PAS46764,FLO-PRO114M,True,5120,1711121397
3E,PAU31756,FLO-PRO114M,True,6991,1706712404
3E,PAW63140,FLO-PRO114M,True,6691,1715961750
3E,PAY16467,FLO-PRO114M,True,6936,1727192064
3E,PAW63526,FLO-PRO114M,True,6265,1715802271
3E,PAY91766,FLO-PRO114M,True,6647,1721736430
3E,PAW73235,FLO-PRO114M,True,6954,1717005636
3E,PAU56631,FLO-PRO114M,True,7117,1707234052
3E,PAW28497,FLO-PRO114M,True,7594,1712666960
3E,PAU54507,FLO-PRO114M,True,7462,1709645826
3E,PAW80729,FLO-PRO114M,True,7064,1720447780
3E,PAY07618,FLO-PRO114M,True,7664,1728402807
3E,PAY16814,FLO-PRO114M,False,0,1728407181
3E,PAY58340,FLO-PRO114M,True,6507,1728413511
3E,PAY07890,FLO-PRO114M,False,1,1728415188
3E,PAY07028,FLO-PRO114M,True,7823,1728418071
3F,PAU31083,FLO-PRO114M,True,5554,1721240363
3F,PAW62006,FLO-PRO114M,True,6394,1715802265
3F,PAW60970,FLO-PRO114M,True,6267,1715961756
3F,PAU31951,FLO-PRO114M,True,7297,1706712405
3F,PAW19366,FLO-PRO114M,True,7192,1711376021
3F,PAU29871,FLO-PRO114M,True,7624,1709045426
3F,PAU69125,FLO-PRO114M,True,5738,1727446004
3F,PAW64151,FLO-PRO114M,True,6184,1719852511
3F,PAU54780,FLO-PRO114M,True,7683,1707836327
3F,PAW71908,FLO-PRO114M,True,6703,1715093996
3F,PAW22718,FLO-PRO114M,True,6012,1720449603
3F,PAW73063,FLO-PRO114M,True,8136,1717005648
3F,PAU30991,FLO-PRO114M,True,7059,1712666958
3F,PAW64603,FLO-PRO114M,True,6737,1715791616
3F,PAS44704,FLO-PRO114M,True,5878,1709051958
3F,PAW73129,FLO-PRO114M,True,7189,1718204088
3F,PAU54828,FLO-PRO114M,True,7112,1709645823
3F,PAU57564,FLO-PRO114M,True,6808,1707234049
3F,PAW74691,FLO-PRO114M,True,7305,1717589929
3F,PAY60771,FLO-PRO114M,True,5823,1721736431
3F,PAS45659,FLO-PRO114M,True,6427,1708698163
3F,PAQ62023,FLO-PRO114M,True,7532,1706714406
3F,PAU54914,FLO-PRO114M,True,6788,1707834410
3F,PAW26627,FLO-PRO114M,True,7314,1713360513
3F,PAY16835,FLO-PRO114M,True,6736,1728402806
3F,PAY09350,FLO-PRO114M,False,0,1728407186
3F,PAY58363,FLO-PRO114M,False,31,1728413504
3F,PAY08029,FLO-PRO114M,True,6388,1728415192
3F,PAY06339,FLO-PRO114M,False,0,1728418069
3G,PAS64296,FLO-PRO114M,True,6256,1710513065
3G,PAS44679,FLO-PRO114M,True,5182,1709051954
3G,PAU29684,FLO-PRO114M,True,6458,1709045422
3G,PAS59189,FLO-PRO114M,False,4342,1712668967
3G,PAU56759,FLO-PRO114M,True,7246,1707234053
3G,PAU50847,FLO-PRO114M,True,6915,1709151531
3G,PAW64594,FLO-PRO114M,True,7012,1715791614
3G,PAW06063,FLO-PRO114M,True,5336,1711376595
3G,PAW57195,FLO-PRO114M,True,7413,1720449600
3G,PAU50515,FLO-PRO114M,True,7121,1709647952
3G,PAW73190,FLO-PRO114M,True,8484,1718203975
3G,PAW71545,FLO-PRO114M,True,6928,1717603027
3G,PAW60647,FLO-PRO114M,True,8349,1715105812
3G,PAU70313,FLO-PRO114M,True,5398,1707834411
3G,PAW71914,FLO-PRO114M,True,6954,1715093999
3G,PAW18481,FLO-PRO114M,True,6826,1713360517
3G,PAU57156,FLO-PRO114M,True,7639,1709645821
3G,PAU31016,FLO-PRO114M,True,6370,1721240367
3G,PAY60191,FLO-PRO114M,True,6440,1721736431
3G,PAQ72728,FLO-PRO114M,True,5825,1704987103
3G,PAS45686,FLO-PRO114M,True,6172,1708698164
3G,PAU57063,FLO-PRO114M,True,7029,1707836326
3G,PAS46363,FLO-PRO114M,True,6398,1711121400
3G,PAQ73831,FLO-PRO114M,True,6797,1706714405
3G,PAW67874,FLO-PRO114M,True,7300,1717589930
3G,PAU50178,FLO-PRO114M,True,7713,1707231976
3G,PAU80656,FLO-PRO114M,True,5214,1727446003
3G,PAW21989,FLO-PRO114M,True,6836,1712666958
3G,PAU43389,FLO-PRO114M,True,6834,1709235512
3G,PAU80303,FLO-PRO114M,True,6043,1711374354
3G,PAW40036,FLO-PRO114M,True,6648,1719852503
3G,PAW88731,FLO-PRO114M,True,8017,1728402806
3G,PAY16718,FLO-PRO114M,False,13,1728407185
3G,PAY58358,FLO-PRO114M,True,8076,1728413504
3G,PAY16178,FLO-PRO114M,True,6380,1728415192
3G,PAW88659,FLO-PRO114M,False,0,1728418070
3H,PAU29838,FLO-PRO114M,True,7629,1709045430
3H,PAU54650,FLO-PRO114M,True,6684,1707834274
3H,PAU53681,FLO-PRO114M,True,8394,1707234055
3H,PAU80583,FLO-PRO114M,True,6864,1711376602
3H,PAS46369,FLO-PRO114M,False,3595,1711121395
3H,PAU48322,FLO-PRO114M,False,4966,1727446004
3H,PBA02013,FLO-PRO114M,False,2,1719852501
3H,PAS46713,FLO-PRO114M,True,5865,1708698168
3H,PAW71855,FLO-PRO114M,True,7380,1715105807
3H,PAW18492,FLO-PRO114M,True,6860,1712666961
3H,PAU50721,FLO-PRO114M,True,7098,1709151536
3H,PAW57010,FLO-PRO114M,False,250,1720449602
3H,PAW73166,FLO-PRO114M,True,7245,1718204079
3H,PAU53628,FLO-PRO114M,True,7117,1709647954
3H,PAU54728,FLO-PRO114M,True,7308,1709645819
3H,PAS59867,FLO-PRO114M,True,5210,1704987103
3H,PAQ73866,FLO-PRO114M,True,6985,1706714405
3H,PAS58733,FLO-PRO114M,True,5951,1710513066
3H,PAY60829,FLO-PRO114M,True,7497,1721736430
3H,PAU81023,FLO-PRO114M,True,7564,1711374353
3H,PAW23151,FLO-PRO114M,True,7044,1713360506
3H,PAU57104,FLO-PRO114M,True,7755,1707836326
3H,PAU57122,FLO-PRO114M,True,6382,1721240367
3H,PAW74711,FLO-PRO114M,True,7688,1717589932
3H,PAW88690,FLO-PRO114M,True,7375,1728402804
3H,PAY58064,FLO-PRO114M,True,8061,1728413501
3H,PAY10333,FLO-PRO114M,True,7455,1728418073
4A,PAU44926,FLO-PRO114M,True,7260,1711374350
4A,PAS44673,FLO-PRO114M,True,6283,1706712411
4A,PAU50179,FLO-PRO114M,True,6913,1709645824
4A,PAW18532,FLO-PRO114M,True,6924,1712666958
4A,PAS64341,FLO-PRO114M,True,6621,1710513060
4A,PAU48956,FLO-PRO114M,True,5820,1721242250
4A,PAW70757,FLO-PRO114M,True,7758,1715095512
4A,PAU49746,FLO-PRO114M,True,6962,1706714398
4A,PAU53613,FLO-PRO114M,True,6970,1707234049
4A,PAS45601,FLO-PRO114M,True,6270,1708698165
4A,PAS45423,FLO-PRO114M,True,6729,1709045424
4A,PAU40502,FLO-PRO114M,True,7879,1709647960
4A,PAU50400,FLO-PRO114M,True,6242,1707231966
4A,PAU80584,FLO-PRO114M,True,5756,1711376599
